assessment_date	point_code	type	is_present	no_habitat	assessment_source	inaccessible	not_measurable	change_location	db_ref
16436	324721_1	10	0	NA	field assessment	NA	NA	0	324721
16436	3252081_1	10	0	NA	field assessment	NA	NA	0	3252081
16436	3273654_1	80	0	NA	field assessment	NA	NA	0	3273654
16436	3347125_1	10	0	NA	field assessment	NA	NA	0	3347125
16436	3378613_1	10	0	NA	field assessment	NA	NA	0	3378613
16436	3383153_1	10	0	NA	field assessment	NA	NA	0	3383153
16436	3388529_1	10	0	NA	field assessment	NA	NA	0	3388529
16436	3445429_1	10	0	NA	field assessment	NA	NA	0	3445429
16436	3457077_1	10	0	NA	field assessment	NA	NA	0	3457077
16436	3469394_1	45	0	NA	field assessment	NA	NA	0	3469394
16436	3470449_1	10	0	NA	field assessment	NA	NA	0	3470449
16436	3478197_1	10	0	NA	field assessment	NA	NA	0	3478197
16436	3499009_1	10	0	NA	field assessment	NA	NA	0	3499009
16436	3535798_1	80	0	NA	field assessment	NA	NA	0	3535798
16436	3588470_1	56	0	NA	field assessment	NA	NA	0	3588470
16436	3640177_1	10	0	NA	field assessment	NA	NA	0	3640177
16436	3642037_1	10	NA	NA	NA	long term	NA	0	3642037
16436	3719542_1	56	0	NA	field assessment	NA	NA	0	3719542
16436	3732593_1	10	0	NA	field assessment	NA	NA	0	3732593
16436	3781745_1	10	0	NA	field assessment	NA	NA	0	3781745
16436	3797685_1	10	0	NA	field assessment	NA	NA	0	3797685
16436	3847094_1	80	0	NA	field assessment	NA	NA	0	3847094
16436	3848402_1	82	0	NA	field assessment	NA	NA	0	3848402
16436	3863665_1	10	0	NA	field assessment	NA	NA	0	3863665
16436	387430_1	55	0	NA	field assessment	NA	NA	0	387430
16436	390070_1	80	0	NA	field assessment	NA	NA	0	390070
16436	3904181_1	10	0	NA	field assessment	NA	NA	0	3904181
16436	3936949_1	10	0	NA	field assessment	NA	NA	0	3936949
16436	4035630_1	56	0	NA	field assessment	NA	NA	0	4035630
16436	4055510_1	56	0	NA	field assessment	NA	NA	0	4055510
16436	4055510_1	80	0	NA	field assessment	NA	NA	0	4055510
16436	405638_1	56	0	NA	field assessment	NA	NA	0	405638
16436	4100789_1	10	0	NA	field assessment	NA	NA	0	4100789
16436	4107574_1	56	0	NA	field assessment	NA	NA	0	4107574
16436	4140469_1	10	0	NA	field assessment	NA	NA	0	4140469
16436	4173237_1	10	0	NA	field assessment	NA	NA	0	4173237
16436	4174961_1	10	0	NA	field assessment	NA	NA	0	4174961
16436	4181429_1	10	0	NA	field assessment	NA	NA	0	4181429
16436	4190901_1	10	0	NA	field assessment	NA	NA	0	4190901
16436	4210741_1	10	0	NA	field assessment	NA	NA	0	4210741
16436	4231861_1	10	0	NA	field assessment	NA	NA	0	4231861
16436	4305846_1	80	0	NA	field assessment	NA	NA	0	4305846
16436	4322230_1	80	0	NA	field assessment	NA	NA	0	4322230
16436	4330165_1	10	0	NA	field assessment	NA	NA	0	4330165
16436	4372694_1	51	0	NA	field assessment	NA	NA	0	4372694
16436	4387509_1	10	0	NA	field assessment	NA	NA	0	4387509
16436	4406965_1	10	0	NA	field assessment	NA	NA	0	4406965
16436	442742_1	49	0	NA	field assessment	NA	NA	0	442742
16436	442742_1	56	0	NA	field assessment	NA	NA	0	442742
16436	4437105_1	10	0	NA	field assessment	NA	NA	0	4437105
16436	4453045_1	10	0	NA	field assessment	NA	NA	0	4453045
16436	4461237_1	10	0	NA	field assessment	NA	NA	0	4461237
16436	4492725_1	10	0	NA	field assessment	NA	NA	0	4492725
16436	4494005_1	10	0	NA	field assessment	NA	NA	0	4494005
16436	4519025_1	10	0	NA	field assessment	NA	NA	0	4519025
16436	4547585_1	10	0	NA	field assessment	NA	NA	0	4547585
16436	4568177_1	10	0	NA	field assessment	NA	NA	0	4568177
16436	4584374_1	80	0	NA	field assessment	NA	NA	0	4584374
16436	4637046_1	56	0	NA	field assessment	NA	NA	0	4637046
16436	4657845_1	10	0	NA	field assessment	NA	NA	0	4657845
16436	4689333_1	10	0	NA	field assessment	NA	NA	0	4689333
16436	470453_1	10	0	NA	field assessment	NA	NA	0	470453
16436	4723381_1	10	0	NA	field assessment	NA	NA	0	4723381
16436	4760914_1	45	0	NA	field assessment	NA	NA	0	4760914
16436	4781169_1	10	0	NA	field assessment	NA	NA	0	4781169
16436	4828597_1	10	0	NA	field assessment	NA	NA	0	4828597
16436	4830321_1	10	0	NA	field assessment	NA	NA	0	4830321
16436	4846261_1	10	0	NA	field assessment	NA	NA	0	4846261
16436	4846518_1	80	0	NA	field assessment	NA	NA	0	4846518
16436	4894133_1	10	0	NA	field assessment	NA	NA	0	4894133
16436	4895670_1	80	0	NA	field assessment	NA	NA	0	4895670
16436	4896978_1	80	0	NA	field assessment	NA	NA	0	4896978
16436	495029_1	10	0	NA	field assessment	NA	NA	0	495029
16436	4961393_1	10	0	NA	field assessment	NA	NA	0	4961393
16436	5006005_1	10	0	NA	field assessment	NA	NA	0	5006005
16436	5108662_1	80	0	NA	field assessment	NA	NA	0	5108662
16436	523478_1	51	0	NA	field assessment	NA	NA	0	523478
16436	529077_1	10	0	NA	field assessment	NA	NA	0	529077
16436	5350534_1	55	0	NA	field assessment	NA	NA	0	5350534
16436	5417302_1	56	0	NA	field assessment	NA	NA	0	5417302
16436	5640530_1	45	0	NA	field assessment	NA	NA	0	5640530
16436	576949_1	10	0	NA	field assessment	NA	NA	0	576949
16436	5816694_1	56	0	NA	field assessment	NA	NA	0	5816694
16436	586865_1	10	0	NA	field assessment	NA	NA	0	586865
16436	5929318_1	55	0	NA	field assessment	NA	NA	0	5929318
16436	596102_1	51	0	NA	field assessment	NA	NA	0	596102
16436	596102_1	56	0	NA	field assessment	NA	NA	0	596102
16436	6154598_1	55	0	NA	field assessment	NA	NA	0	6154598
16436	6399110_1	55	0	NA	field assessment	NA	NA	0	6399110
16436	651957_1	10	0	NA	field assessment	NA	NA	0	651957
16436	652214_1	52	0	NA	field assessment	NA	NA	0	652214
16436	667701_1	10	NA	NA	NA	long term	NA	0	667701
16436	692917_1	10	0	NA	field assessment	NA	NA	0	692917
16436	698433_1	56	0	NA	field assessment	NA	NA	1	NA
16436	699829_1	10	0	NA	field assessment	NA	NA	0	699829
16436	701366_1	80	0	NA	field assessment	NA	NA	0	701366
16436	704886_1	49	0	NA	field assessment	NA	NA	0	704886
16436	704886_1	56	0	NA	field assessment	NA	NA	0	704886
16436	7172178_1	45	0	NA	field assessment	NA	NA	0	7172178
16436	717937_1	10	0	NA	field assessment	NA	NA	0	717937
16436	7253302_1	56	0	NA	field assessment	NA	NA	0	7253302
16436	732597_1	10	0	NA	field assessment	NA	NA	0	732597
16436	733237_1	10	NA	NA	NA	long term	NA	0	733237
16436	734321_1	10	0	NA	field assessment	NA	NA	0	734321
16436	750593_1	10	0	NA	field assessment	NA	NA	0	750593
16436	758453_1	10	0	NA	field assessment	NA	NA	0	758453
16436	7782774_1	56	0	NA	field assessment	NA	NA	0	7782774
16436	783029_1	10	0	NA	field assessment	NA	NA	0	783029
16436	783286_1	80	0	NA	field assessment	NA	NA	0	783286
16436	7836118_1	56	0	NA	field assessment	NA	NA	0	7836118
16436	791221_1	10	0	NA	field assessment	NA	NA	0	791221
16436	7913846_1	56	0	NA	field assessment	NA	NA	0	7913846
16436	811701_1	10	0	NA	field assessment	NA	NA	0	811701
16436	81589_1	10	0	NA	field assessment	NA	NA	0	81589
16436	823989_1	10	0	NA	field assessment	NA	NA	0	823989
16436	8300886_1	56	0	NA	field assessment	NA	NA	0	8300886
16436	8301878_1	56	0	NA	field assessment	NA	NA	0	8301878
16436	830901_1	10	NA	NA	NA	long term	NA	0	830901
16436	8564022_1	56	0	NA	field assessment	NA	NA	0	8564022
16436	865206_1	80	0	NA	field assessment	NA	NA	0	865206
16436	868021_1	10	0	NA	field assessment	NA	NA	0	868021
16436	8695890_1	45	0	NA	field assessment	NA	NA	0	8695890
16436	8831350_1	56	0	NA	field assessment	NA	NA	0	8831350
16436	8962422_1	56	0	NA	field assessment	NA	NA	0	8962422
16436	9093494_1	56	0	NA	field assessment	NA	NA	0	9093494
16436	914358_1	80	0	NA	field assessment	NA	NA	0	914358
16436	9544838_1	55	0	NA	field assessment	NA	NA	0	9544838
16436	9611606_1	56	0	NA	field assessment	NA	NA	0	9611606
16436	9612598_1	56	0	NA	field assessment	NA	NA	0	9612598
16436	961973_1	10	0	NA	field assessment	NA	NA	0	961973
16436	9808214_1	55	0	NA	field assessment	NA	NA	0	9808214
16436	9824614_1	55	0	NA	field assessment	NA	NA	0	9824614
16436	987829_1	10	0	NA	field assessment	NA	NA	0	987829
16542	222377_1	101	0	NA	field assessment	NA	NA	0	NA
16542	238313_1	101	0	NA	field assessment	NA	NA	0	NA
16542	289513_1	101	0	NA	field assessment	NA	NA	0	NA
16542	292585_1	101	0	NA	field assessment	NA	NA	0	NA
16542	32681_1	101	0	NA	field assessment	NA	NA	0	NA
16542	330985_1	101	0	NA	field assessment	NA	NA	0	NA
16542	335337_1	101	0	NA	field assessment	NA	NA	0	NA
16542	337321_1	101	0	NA	field assessment	NA	NA	0	NA
16542	37033_1	101	0	NA	field assessment	NA	NA	0	NA
16542	381673_1	101	0	NA	field assessment	NA	NA	0	NA
16542	425385_1	101	0	NA	field assessment	NA	NA	0	NA
16542	473833_1	101	0	NA	field assessment	NA	NA	0	NA
16542	541718_1	101	0	NA	field assessment	NA	NA	0	NA
16542	69097_1	101	0	NA	field assessment	NA	NA	0	NA
16542	9641_1	101	0	NA	field assessment	NA	NA	0	NA
16545	3894_1	98	0	1	field assessment	NA	NA	0	NA
16545	3894_2	92	1	0	field assessment	NA	NA	1	NA
16546	2198_1	98	1	0	field assessment	NA	NA	0	NA
16548	104342_1	103	0	1	field assessment	NA	NA	0	NA
16548	104342_2	103	1	0	field assessment	NA	NA	1	NA
16548	224726_1	98	1	0	field assessment	NA	NA	0	NA
16552	103609_1	103	0	1	field assessment	NA	NA	0	NA
16552	103609_2	103	1	0	field assessment	NA	NA	1	NA
16552	146265_1	103	0	1	field assessment	NA	NA	0	NA
16552	146265_2	103	1	0	field assessment	NA	NA	1	NA
16553	12409_1	95	0	NA	field assessment	NA	NA	0	NA
16553	164793_1	103	0	1	field assessment	NA	NA	0	NA
16553	164793_2	103	1	0	field assessment	NA	NA	1	NA
16553	257081_1	103	0	1	field assessment	NA	NA	0	NA
16553	257081_2	103	1	0	field assessment	NA	NA	1	NA
16553	284729_1	103	0	1	field assessment	NA	NA	0	NA
16553	284729_2	103	1	0	field assessment	NA	NA	1	NA
16553	7145_1	98	1	0	field assessment	NA	NA	0	NA
16554	11865_1	95	0	1	field assessment	NA	NA	0	NA
16554	11865_1	103	0	1	field assessment	NA	NA	0	NA
16554	11865_2	103	1	0	field assessment	NA	NA	1	NA
16554	298937_1	103	0	1	field assessment	NA	NA	0	NA
16554	298937_2	103	1	0	field assessment	NA	NA	1	NA
16554	8121_1	103	0	1	field assessment	NA	NA	0	NA
16554	8121_2	103	1	0	field assessment	NA	NA	1	NA
16559	16633_1	103	1	0	field assessment	NA	NA	0	NA
16560	137401_1	102	1	0	field assessment	NA	NA	0	NA
16561	136697_1	103	1	0	field assessment	NA	NA	0	NA
16561	234297_1	103	1	0	field assessment	NA	NA	0	NA
16562	15782_1	103	1	0	field assessment	NA	NA	0	NA
16562	163513_1	103	0	NA	field assessment	NA	NA	0	NA
16562	2182_1	98	0	NA	field assessment	NA	NA	0	NA
16562	6278_1	98	1	0	field assessment	NA	NA	0	NA
16562	7078_1	106	0	NA	field assessment	NA	NA	0	NA
16563	139577_1	103	0	NA	field assessment	NA	NA	0	NA
16563	53561_1	103	0	1	field assessment	NA	NA	0	NA
16563	53561_2	103	1	0	field assessment	NA	NA	1	NA
16566	205113_1	95	1	0	field assessment	NA	NA	0	NA
16567	112889_1	94	1	0	field assessment	NA	NA	0	NA
16567	198137_1	103	1	0	field assessment	NA	NA	0	NA
16568	96217_1	103	0	1	field assessment	NA	NA	0	NA
16568	96217_2	103	1	0	field assessment	NA	NA	1	NA
16573	211193_1	103	1	0	field assessment	NA	NA	0	NA
16573	5702_1	99	0	NA	field assessment	NA	NA	0	NA
16573	7785_1	99	1	0	field assessment	NA	NA	0	NA
16574	15150_1	99	0	NA	field assessment	NA	NA	0	NA
16574	76294_1	94	1	0	field assessment	NA	NA	0	NA
16575	10354_1	98	1	0	field assessment	NA	NA	0	NA
16575	195046_1	92	1	0	field assessment	NA	NA	0	NA
16575	248946_1	98	1	0	field assessment	NA	NA	0	NA
16576	3970_1	98	1	0	field assessment	NA	NA	0	NA
16576	85890_1	103	0	1	field assessment	NA	NA	0	NA
16576	85890_2	103	1	0	field assessment	NA	NA	1	NA
16581	85529_1	106	1	0	field assessment	NA	NA	0	NA
16582	500782_1	52	1	0	field assessment	NA	NA	0	500782
16583	1618054_1	56	0	NA	field assessment	NA	NA	0	1618054
16583	1618054_2	55	1	0	field assessment	NA	NA	1	1618054
16583	6152326_1	55	0	NA	field assessment	NA	NA	0	6152326
16583	6152326_2	55	1	0	field assessment	NA	NA	1	6152326
16584	11126_1	92	1	0	field assessment	NA	NA	0	NA
16584	2468182_1	55	0	NA	field assessment	NA	NA	0	2468182
16584	2468182_2	55	1	0	field assessment	NA	NA	1	2468182
16584	4042038_1	55	0	NA	field assessment	NA	NA	0	4042038
16584	4042038_2	55	1	0	field assessment	NA	NA	1	4042038
16587	10706_1	24	1	0	field assessment	NA	NA	0	NA
16587	114386_1	38	0	1	field assessment	NA	NA	0	NA
16587	125394_1	24	1	0	field assessment	NA	NA	0	NA
16587	27090_1	24	1	0	field assessment	NA	NA	0	NA
16587	59858_1	24	1	0	field assessment	NA	NA	0	NA
16587	68562_1	38	0	1	field assessment	NA	NA	0	NA
16587	84946_1	24	1	0	field assessment	NA	NA	0	NA
16588	188022_1	106	1	0	field assessment	NA	NA	0	NA
16588	88274_1	99	1	0	field assessment	NA	NA	0	NA
16589	11366482_1	45	0	NA	field assessment	NA	NA	0	11366482
16589	11366482_2	45	1	0	field assessment	NA	NA	1	11366482
16589	121042_1	106	1	0	field assessment	NA	NA	0	NA
16589	4501586_1	45	0	NA	field assessment	NA	NA	0	4501586
16589	4501586_2	45	1	0	field assessment	NA	NA	1	4501586
16590	14029138_1	45	1	0	field assessment	NA	NA	0	14029138
16590	155346_1	106	1	0	field assessment	NA	NA	0	NA
16590	20320594_1	45	1	0	field assessment	NA	NA	0	20320594
16595	1156230_1	55	0	NA	field assessment	NA	NA	0	1156230
16595	1156230_2	55	1	0	field assessment	NA	NA	1	1156230
16595	3741830_1	51	0	NA	field assessment	NA	NA	0	3741830
16595	3741830_1	55	0	NA	field assessment	NA	NA	0	3741830
16595	3741830_1	56	0	NA	field assessment	NA	NA	0	3741830
16595	3741830_2	55	1	0	field assessment	NA	NA	1	3741830
16596	1022766_1	51	1	0	field assessment	NA	NA	0	1022766
16596	147174_1	99	1	0	field assessment	NA	NA	0	NA
16597	12470_1	104	1	0	field assessment	NA	NA	0	NA
16597	140006_1	99	1	0	field assessment	NA	NA	0	NA
16597	2438198_1	51	1	0	field assessment	NA	NA	0	2438198
16597	905382_1	55	1	0	field assessment	NA	NA	0	905382
16598	2898758_1	55	1	0	field assessment	NA	NA	0	2898758
16601	190802_1	101	0	NA	field assessment	NA	NA	0	NA
16601	42706_1	106	0	NA	field assessment	NA	NA	0	NA
16601	523346_1	101	0	NA	field assessment	NA	NA	0	NA
16601	81638_1	106	0	NA	field assessment	NA	NA	0	NA
16602	4242_1	106	0	NA	field assessment	NA	NA	0	NA
16603	248402_1	106	0	NA	field assessment	NA	NA	0	NA
16604	159414_1	106	1	0	field assessment	NA	NA	0	NA
16604	2742_1	106	1	0	field assessment	NA	NA	0	NA
16605	4598982_1	55	1	0	field assessment	NA	NA	0	4598982
16605	4975814_1	55	0	NA	field assessment	NA	NA	0	4975814
16605	4975814_2	55	1	0	field assessment	NA	NA	1	4975814
16608	230930_1	106	1	0	field assessment	NA	NA	0	NA
16609	115422_1	24	1	0	field assessment	NA	NA	0	NA
16609	140374_1	106	0	NA	field assessment	NA	NA	0	NA
16609	167606_1	106	0	NA	field assessment	NA	NA	0	NA
16609	3016210_1	55	1	0	field assessment	NA	NA	0	3016210
16609	4851218_1	55	0	NA	field assessment	NA	NA	0	4851218
16609	4851218_2	55	1	0	field assessment	NA	NA	1	4851218
16611	1286278_1	56	0	NA	field assessment	NA	NA	0	1286278
16611	1286278_2	55	1	0	field assessment	NA	NA	1	1286278
16611	43566_1	39	1	0	field assessment	NA	NA	0	NA
16611	544902_1	50	1	0	field assessment	NA	NA	0	544902
16612	15070_1	38	1	0	field assessment	NA	NA	0	NA
16615	1388150_1	80	1	0	field assessment	NA	NA	0	1388150
16615	863862_1	80	0	NA	field assessment	NA	NA	0	863862
16615	863862_2	80	1	0	field assessment	NA	NA	1	863862
16617	4423666_1	82	0	NA	field assessment	NA	NA	0	4423666
16621	23257_1	103	0	1	field assessment	NA	NA	0	NA
16621	23257_2	94	1	0	field assessment	NA	NA	1	NA
16623	3008870_1	55	0	NA	field assessment	NA	NA	0	3008870
16623	3008870_2	55	1	0	field assessment	NA	NA	1	3008870
16623	4057446_1	55	0	NA	field assessment	NA	NA	0	4057446
16623	4057446_2	55	1	0	field assessment	NA	NA	1	4057446
16624	1938478_1	51	0	NA	field assessment	NA	NA	0	1938478
16624	1938478_1	56	0	NA	field assessment	NA	NA	0	1938478
16624	1938478_2	51	1	0	field assessment	NA	NA	1	1938478
16626	17475649_1	55	1	0	field assessment	NA	NA	0	17475649
16626	2664513_1	55	1	0	field assessment	NA	NA	0	2664513
16626	9087041_1	55	1	0	field assessment	NA	NA	0	9087041
16644	311262_1	52	0	NA	field assessment	NA	NA	0	311262
16644	311262_2	52	1	0	field assessment	NA	NA	1	311262
16650	455349_1	10	0	NA	field assessment	NA	NA	0	455349
16650	455349_2	10	1	0	field assessment	NA	NA	1	455349
16653	437685_1	10	0	NA	field assessment	NA	NA	0	437685
16653	437685_2	10	1	0	field assessment	NA	NA	1	437685
16658	37557_1	10	0	NA	field assessment	NA	NA	0	37557
16658	37557_2	10	1	0	field assessment	NA	NA	1	37557
16658	45526_1	106	1	0	field assessment	NA	NA	0	NA
16658	798133_1	10	1	0	field assessment	NA	NA	0	798133
16659	331445_1	10	0	NA	field assessment	NA	NA	0	331445
16659	331445_2	4	1	0	field assessment	NA	NA	1	331445
16659	736949_1	10	0	NA	field assessment	NA	NA	0	736949
16659	736949_2	10	1	0	field assessment	NA	NA	1	736949
16660	1195701_1	4	1	0	field assessment	NA	NA	0	1195701
16660	212661_1	10	0	NA	field assessment	NA	NA	0	212661
16660	212661_2	10	1	0	field assessment	NA	NA	1	212661
16661	409269_1	4	1	0	field assessment	NA	NA	0	409269
16661	540341_1	10	1	0	field assessment	NA	NA	0	540341
16665	1004470_1	80	1	0	field assessment	NA	NA	0	1004470
16665	414646_1	52	1	0	field assessment	NA	NA	0	414646
16665	996278_1	80	1	0	field assessment	NA	NA	0	996278
16666	695297_1	10	0	NA	field assessment	NA	NA	0	695297
16666	695297_2	10	1	0	field assessment	NA	NA	1	695297
16666	801793_1	10	0	NA	field assessment	NA	NA	0	801793
16666	801793_2	10	1	0	field assessment	NA	NA	1	801793
16667	1117877_1	10	1	0	field assessment	NA	NA	0	1117877
16671	472065_1	10	1	0	field assessment	NA	NA	0	472065
16671	996353_1	10	0	NA	field assessment	NA	NA	0	996353
16671	996353_2	10	1	0	field assessment	NA	NA	1	996353
16687	75126_1	26	0	NA	field assessment	NA	NA	0	NA
16687	91510_1	26	1	0	field assessment	NA	NA	0	NA
16688	13686_1	39	1	0	field assessment	NA	NA	0	NA
16695	1749942_1	80	0	NA	field assessment	NA	NA	0	1749942
16695	1749942_2	80	1	0	field assessment	NA	NA	1	1749942
16696	2225078_1	80	0	NA	field assessment	NA	NA	0	2225078
16696	2225078_2	80	1	0	field assessment	NA	NA	1	2225078
16696	702674_1	82	1	0	field assessment	NA	NA	0	702674
16699	1635254_1	80	1	0	field assessment	NA	NA	0	1635254
16699	3219382_1	80	0	NA	field assessment	NA	NA	0	3219382
16699	3219382_2	80	1	0	field assessment	NA	NA	1	3219382
16699	3732406_1	80	0	NA	field assessment	NA	NA	0	3732406
16699	3732406_2	80	1	0	field assessment	NA	NA	1	3732406
16702	35090_1	38	1	0	field assessment	NA	NA	0	NA
16708	19158_1	106	0	NA	field assessment	NA	NA	0	NA
16752	258390_1	63	0	1	field assessment	NA	NA	0	NA
16752	258390_2	63	1	0	field assessment	NA	NA	1	NA
16801	103634_1	52	0	NA	field assessment	NA	NA	1	NA
16801	1046134_1	82	NA	NA	orthophoto	long term	NA	0	1046134
16801	1111670_1	82	NA	NA	orthophoto	long term	NA	0	1111670
16801	1118838_1	82	NA	NA	orthophoto	long term	NA	0	1118838
16801	1129398_1	80	0	NA	field assessment	NA	NA	0	1129398
16801	1208662_1	51	0	NA	field assessment	NA	NA	0	1208662
16801	1216210_1	50	0	NA	field assessment	NA	NA	0	1216210
16801	1295990_1	82	NA	NA	orthophoto	long term	NA	0	1295990
16801	1315446_1	82	NA	NA	orthophoto	long term	NA	0	1315446
16801	1329801_1	49	0	NA	field assessment	NA	NA	0	1329801
16801	1329801_1	55	0	NA	field assessment	NA	NA	0	1329801
16801	1373814_1	82	NA	NA	orthophoto	long term	NA	0	1373814
16801	1390198_1	82	NA	NA	orthophoto	long term	NA	0	1390198
16801	1439350_1	82	NA	NA	orthophoto	long term	NA	0	1439350
16801	1530761_1	49	0	NA	field assessment	NA	NA	0	1530761
16801	1530761_1	56	0	NA	field assessment	NA	NA	0	1530761
16801	1563270_1	50	0	NA	field assessment	NA	NA	0	1563270
16801	1570422_1	82	NA	NA	orthophoto	long term	NA	0	1570422
16801	1577590_1	82	NA	NA	orthophoto	long term	NA	0	1577590
16801	1582166_1	51	0	NA	field assessment	NA	NA	0	1582166
16801	1582166_1	80	0	NA	field assessment	NA	NA	0	1582166
16801	1635958_1	82	NA	NA	orthophoto	long term	NA	0	1635958
16801	1643126_1	82	NA	NA	orthophoto	long term	NA	0	1643126
16801	1652342_1	82	NA	NA	orthophoto	long term	NA	0	1652342
16801	1701494_1	82	NA	NA	orthophoto	long term	NA	0	1701494
16801	1777966_1	56	0	NA	field assessment	NA	NA	0	1777966
16801	1839734_1	82	NA	NA	orthophoto	long term	NA	0	1839734
16801	187014_1	50	0	NA	field assessment	NA	NA	0	187014
16801	1898102_1	82	NA	NA	orthophoto	long term	NA	0	1898102
16801	1914486_1	82	NA	NA	orthophoto	long term	NA	0	1914486
16801	1963638_1	82	NA	NA	orthophoto	long term	NA	0	1963638
16801	204726_1	80	0	NA	field assessment	NA	NA	0	204726
16801	2094710_1	82	NA	NA	orthophoto	long term	NA	0	2094710
16801	2103598_1	50	0	NA	field assessment	NA	NA	0	2103598
16801	2160246_1	82	NA	NA	orthophoto	long term	NA	0	2160246
16801	2167414_1	82	NA	NA	orthophoto	long term	NA	0	2167414
16801	2176630_1	82	NA	NA	orthophoto	long term	NA	0	2176630
16801	2181769_1	49	0	NA	field assessment	NA	NA	0	2181769
16801	2181769_1	56	0	NA	field assessment	NA	NA	0	2181769
16801	2349702_1	50	0	NA	field assessment	NA	NA	0	2349702
16801	2364022_1	82	NA	NA	orthophoto	long term	NA	0	2364022
16801	2378377_1	49	0	NA	field assessment	NA	NA	0	2378377
16801	2378377_1	55	0	NA	field assessment	NA	NA	0	2378377
16801	2422390_1	82	NA	NA	orthophoto	long term	NA	0	2422390
16801	244358_1	50	0	NA	field assessment	NA	NA	0	244358
16801	247414_1	38	NA	NA	orthophoto	long term	NA	0	247414
16801	247414_1	82	NA	NA	orthophoto	long term	NA	0	247414
16801	2480774_1	50	0	NA	field assessment	NA	NA	0	2480774
16801	251182_1	50	0	NA	field assessment	NA	NA	0	251182
16801	2553462_1	82	NA	NA	orthophoto	long term	NA	0	2553462
16801	2579337_1	49	0	NA	field assessment	NA	NA	0	2579337
16801	2579337_1	56	0	NA	field assessment	NA	NA	0	2579337
16801	2611846_1	50	0	NA	field assessment	NA	NA	0	2611846
16801	2626166_1	82	NA	NA	orthophoto	long term	NA	0	2626166
16801	2635382_1	82	NA	NA	orthophoto	long term	NA	0	2635382
16801	266870_1	38	NA	NA	orthophoto	long term	NA	0	266870
16801	266870_1	82	NA	NA	orthophoto	long term	NA	0	266870
16801	2684534_1	82	NA	NA	orthophoto	long term	NA	0	2684534
16801	2691702_1	82	NA	NA	orthophoto	long term	NA	0	2691702
16801	2700918_1	82	NA	NA	orthophoto	long term	NA	0	2700918
16801	2750070_1	82	NA	NA	orthophoto	long term	NA	0	2750070
16801	2750598_1	49	0	NA	field assessment	NA	NA	0	2750598
16801	2750598_1	56	0	NA	field assessment	NA	NA	0	2750598
16801	2888310_1	82	NA	NA	orthophoto	long term	NA	0	2888310
16801	2937462_1	82	NA	NA	orthophoto	long term	NA	0	2937462
16801	2946678_1	82	NA	NA	orthophoto	long term	NA	0	2946678
