"recording_givid";"survery";"classif";"classif_type";"classif_key";"classif_description";"cover"
"IV2017022009530029";"N2000meetnet_Grasland";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"10"
"IV2017022010250767";"N2000meetnet_Grasland";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"10"
"IV2017021521415567";"N2000meetnet_Grasland";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"50"
"IV2017021521571275";"N2000meetnet_Grasland";"hmm-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2017012715235876";"N2000meetnet_Grasland";"hmm+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2017012715472176";"N2000meetnet_Grasland";"hmm+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2017021512174228";"N2000meetnet_Grasland";"hmm+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"80"
"IV2017021513172295";"N2000meetnet_Grasland";"hmm+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - mesotroof type ";"100"
"IV2017010911112595";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"50"
"IV2017010911343112";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021415415208";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021415590760";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021416262329";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"90"
"IV2017021416585251";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021417070556";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021417294457";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021414444810";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"90"
"IV2017021415171476";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012714260737";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"90"
"IV2017012715091042";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017020121010797";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"50"
"IV2017020121221303";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"50"
"IV2017012709211647";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";NA
"IV2017012709294069";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012713261758";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"75"
"IV2017012714021766";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012615432844";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"96"
"IV2017012620054742";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012620463014";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"90"
"IV2017012620573892";"N2000meetnet_Grasland";"hmo";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017011816484258";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"20"
"IV2017011817212208";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"50"
"IV2017011915010675";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"90"
"IV2017011916185487";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021316192193";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"80"
"IV2017021316354132";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017020211023566";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"70"
"IV2017020211373000";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012709434540";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"35"
"IV2017012710254898";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012016374726";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012016550624";"N2000meetnet_Grasland";"hmo-";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012711292443";"N2000meetnet_Grasland";"hmo+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017012711431363";"N2000meetnet_Grasland";"hmo+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"100"
"IV2017021314354987";"N2000meetnet_Grasland";"hmo+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";"30"
"IV2017021315595672";"N2000meetnet_Grasland";"hmo+";"BWK";"Ecotoop2001";"onbemest, vochtig pijpenstrootjesgrasland - oligotroof type";NA
"IV2017010510420097";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017010511152189";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017010511460749";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017010512181008";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017022012400428";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"15"
"IV2017022013575286";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017020121221303";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2017021414444810";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017021510114273";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017021511162976";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017013110020007";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"70"
"IV2017020111393906";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"70"
"IV2017020121010797";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2017013013060304";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"30"
"IV2017013013143717";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017013013460448";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"70"
"IV2017013015085454";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"0"
"IV2017013011050597";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017013011141972";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017011814163232";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"80"
"IV2017011816230130";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017011816484258";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017011817212208";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017012010235498";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"47"
"IV2017012011231757";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017010617551993";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017010616490548";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"30"
"IV2017011212263384";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017011215122813";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"40"
"IV2017011312251730";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"70"
"IV2017011812094287";"N2000meetnet_Grasland";"hn";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017010910225147";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"60"
"IV2017010910241756";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2017020211533870";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017020212290721";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"10"
"IV2017013110020007";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"30"
"IV2017020111393906";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"30"
"IV2017020120160542";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"30"
"IV2017013011553027";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"50"
"IV2017013012265239";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017012017101191";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"70"
"IV2017012017312649";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"100"
"IV2017012712420281";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"30"
"IV2017012713022515";"N2000meetnet_Grasland";"hn-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie";"75"
"IV2017020116071546";"N2000meetnet_Grasland";"hnb-";"BWK";"Ecotoop2001";"zure borstelgrasvegetatie met struik- of boomopslag";"70"
"IV2017020211533870";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"70"
"IV2017020212290721";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"70"
"IV2017020915002276";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"30"
"IV2017021009391220";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"25"
"IV2017021018002273";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"20"
"IV2017022009530029";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"30"
"IV2017022010250767";"N2000meetnet_Grasland";"hp+";"BWK";"Ecotoop2001";"soortenrijk permanent cultuurgrasland met relicten van halfnatuurlijke graslanden";"30"
"IV2017010610523940";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"7"
"IV2017010616345212";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"50"
"IV2017010617095027";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"15"
"IV2017010617430082";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"5"
"IV2017011212535658";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"15"
"IV2017011215162577";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"30"
"IV2017010609200485";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"40"
"IV2017010612172361";"N2000meetnet_Grasland";"hpr+";"BWK";"Ecotoop2001";"weilandcomplex met veel sloten en/of microreliëf en met relicten van halfnatuurlijke graslanden";"50"
"IV2017021018002273";"N2000meetnet_Grasland";"hr";"BWK";"Ecotoop2001";"verruigd grasland";"10"
"IV2017021521415567";"N2000meetnet_Grasland";"hr";"BWK";"Ecotoop2001";"verruigd grasland";"10"
"IV2017020211023566";"N2000meetnet_Grasland";"hrb";"BWK";"Ecotoop2001";"verruigd grasland met struik- of boomopslag";"20"
"IV2017022415170190";"N2000meetnet_Grasland";"hrb";"BWK";"Ecotoop2001";"verruigd grasland met struik- of boomopslag";"30"
"IV2017020815060283";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"3"
"IV2017020914013322";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"30"
"IV2017021009391220";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2017021316470293";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2017022413245704";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2017022414255992";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"40"
"IV2017022415170190";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"30"
"IV2017020912043705";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"100"
"IV2017020915002276";"N2000meetnet_Grasland";"hu";"BWK";"Ecotoop2001";"mesofiel hooiland";"30"
"IV2017020914013322";"N2000meetnet_Grasland";"hu-";"BWK";"Ecotoop2001";"mesofiel hooiland";"25"
"IV2017021716013587";"N2000meetnet_Grasland";"hu-";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2017020116071546";"N2000meetnet_Grasland";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"20"
"IV2017020120160542";"N2000meetnet_Grasland";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"60"
"IV2017022012400428";"N2000meetnet_Grasland";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"35"
"IV2017022310474384";"N2000meetnet_Grasland";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"30"
"IV2017022316243012";"N2000meetnet_Grasland";"hu+";"BWK";"Ecotoop2001";"mesofiel hooiland";"50"
"IV2017120118342938";"N2000meetnet_Grasland";"k(mr)";"BWK";"Ecotoop2001";"bermen, perceelsranden, … met elementen van rietland";"20"
"IV2017120117561385";"N2000meetnet_Grasland";"kba";"BWK";"Ecotoop2001";"bomenrij met dominantie van els ";NA
"IV2017120117561385";"N2000meetnet_Grasland";"kbb";"BWK";"Ecotoop2001";"bomenrij met dominantie van berk ";NA
"IV2017021012213856";"N2000meetnet_Grasland";"kbq";"BWK";"Ecotoop2001";"bomenrij met dominantie van  Zomereik ";"2"
"IV2017022112283578";"N2000meetnet_Grasland";"kbq";"BWK";"Ecotoop2001";"bomenrij met dominantie van  Zomereik ";"5"
"IV2017021011171644";"N2000meetnet_Grasland";"kh";"BWK";"Ecotoop2001";"houtkant of oude heg";"15"
"IV2017021018002273";"N2000meetnet_Grasland";"khgml";"BWK";"Ecotoop2001";"houtkant met gemengd loofhout";"10"
"IV2017120117561385";"N2000meetnet_Grasland";"khgml";"BWK";"Ecotoop2001";"houtkant met gemengd loofhout";NA
"IV2017120118342938";"N2000meetnet_Grasland";"khgml";"BWK";"Ecotoop2001";"houtkant met gemengd loofhout";"30"
"IV2017012010235498";"N2000meetnet_Grasland";"ki";"BWK";"Ecotoop2001";"vliegveld";"38"
"IV2017012709434540";"N2000meetnet_Grasland";"ki";"BWK";"Ecotoop2001";"vliegveld";"40"
"IV2017012620463014";"N2000meetnet_Grasland";"kn-";"BWK";"Ecotoop2001";"veedrinkpoel";"2"
"IV2017020116071546";"N2000meetnet_Grasland";"ku";"BWK";"Ecotoop2001";"ruigte ";"5"
"IV2017022012400428";"N2000meetnet_Grasland";"lhb";"BWK";"Ecotoop2001";"populierenaanplant op vochtige grond met elzen- en/of wilgenondergroei";"10"
"IV2017012709434540";"N2000meetnet_Grasland";"mc";"BWK";"Ecotoop2001";"grote zeggenvegetatie";"15"
"IV2017021311505729";"N2000meetnet_Grasland";"mk";"BWK";"Ecotoop2001";"alkalisch laagveen";"10"
"IV2017010616530182";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"10"
"IV2017010617095027";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"10"
"IV2017010617282387";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"5"
"IV2017010617430082";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"10"
"IV2017011212535658";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"5"
"IV2017011215545335";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"40"
"IV2017010618292802";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"40"
"IV2017012716313882";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"10"
"IV2017021310384624";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";NA
"IV2017021311505729";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"30"
"IV2017010618405531";"N2000meetnet_Grasland";"mr";"BWK";"Ecotoop2001";"rietland";"15"
"IV2017012709434540";"N2000meetnet_Grasland";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"10"
"IV2017021017175886";"N2000meetnet_Grasland";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"5"
"IV2017021314354987";"N2000meetnet_Grasland";"ms";"BWK";"Ecotoop2001";"zuur laagveen ";"20"
"IV2017010910225147";"N2000meetnet_Grasland";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"20"
"IV2017010910241756";"N2000meetnet_Grasland";"ms-";"BWK";"Ecotoop2001";"zuur laagveen ";"50"
"IV2017011215545335";"N2000meetnet_Grasland";"mz";"BWK";"Ecotoop2001";"zeebiesvegetatie";"10"
"IV2017010911112595";"N2000meetnet_Grasland";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"50"
"IV2017022211082902";"N2000meetnet_Grasland";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"24"
"IV2017022212325377";"N2000meetnet_Grasland";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"13"
"IV2017021314354987";"N2000meetnet_Grasland";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"10"
"IV2017011813083530";"N2000meetnet_Grasland";"n";"BWK";"Ecotoop2001";"loofhoutaanplant (exclusief populierenaanplant; inclusief jonge aanplanten)";"20"
"IV2017012615432844";"N2000meetnet_Grasland";"qa";"BWK";"Ecotoop2001";"eiken-haagbeukenbos";"4"
"IV2017022310474384";"N2000meetnet_Grasland";"qa";"BWK";"Ecotoop2001";"eiken-haagbeukenbos";"15"
"IV2017011813083530";"N2000meetnet_Grasland";"qb";"BWK";"Ecotoop2001";"eiken-berkenbos";"30"
"IV2017022011083153";"N2000meetnet_Grasland";"qs";"BWK";"Ecotoop2001";"zuur eikenbos";"30"
"IV2017021314354987";"N2000meetnet_Grasland";"que";"BWK";"Ecotoop2001";"Zomereik ";"10"
"IV2017022211082902";"N2000meetnet_Grasland";"que";"BWK";"Ecotoop2001";"Zomereik ";NA
"IV2017012010235498";"N2000meetnet_Grasland";"se";"BWK";"Ecotoop2001";"kapvlakte";"15"
"IV2017012716313882";"N2000meetnet_Grasland";"sf";"BWK";"Ecotoop2001";"vochtig wilgenstruweel op voedselrijke bodem";"30"
"IV2017021310384624";"N2000meetnet_Grasland";"so";"BWK";"Ecotoop2001";"vochtig wilgenstruweel op venige of zure grond ";NA
"IV2017020815060283";"N2000meetnet_Grasland";"sp";"BWK";"Ecotoop2001";"doornstruweel ";"10"
"IV2017021414213854";"N2000meetnet_Grasland";"sp";"BWK";"Ecotoop2001";"doornstruweel ";"15"
"IV2017022211082902";"N2000meetnet_Grasland";"sp-";"BWK";"Ecotoop2001";"doornstruweel ";"2"
"IV2017011212263384";"N2000meetnet_Grasland";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"30"
"IV2017011915010675";"N2000meetnet_Grasland";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"10"
"IV2017022115074420";"N2000meetnet_Grasland";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"22"
"IV2017022415170190";"N2000meetnet_Grasland";"sz";"BWK";"Ecotoop2001";"struweelopslag van allerlei aard ";"10"
