"recording_givid";"location_code";"layer_code";"cover_code"
"IV2014100616415137";"De Fles (Schelde)";"SH";"70"
"IV2014100616415137";"De Fles (Schelde)";"STR";"8"
"IV2014100708534297";"Groot Schoor van Hamme (Schelde)";"AL";NA
"IV2014100708534297";"Groot Schoor van Hamme (Schelde)";"BH";"40"
"IV2014100708534297";"Groot Schoor van Hamme (Schelde)";"KH";"70"
"IV2014100708534297";"Groot Schoor van Hamme (Schelde)";"SH";"2"
"IV2014100708534297";"Groot Schoor van Hamme (Schelde)";"STR";"2"
"IV2014100709100876";"Groot Schoor van Hamme (Schelde)";"AL";NA
"IV2014100709100876";"Groot Schoor van Hamme (Schelde)";"KH";"30"
"IV2014100709100876";"Groot Schoor van Hamme (Schelde)";"SH";"90"
"IV2014100709100876";"Groot Schoor van Hamme (Schelde)";"STR";"60"
"IV2014100709220314";"Schor bij Bath";"KH";"100"
"IV2014100709220314";"Schor bij Bath";"STR";"10"
"IV2014100709483940";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014100709483940";"Groot Buitenschoor (Schelde)";"STR";"5"
"IV2014100709550490";"Verdronken Land van Saeftinge";"KH";"100"
"IV2014100709550490";"Verdronken Land van Saeftinge";"STR";"100"
"IV2014100713324336";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014100713324336";"Schor van Ouden Doel Z  (Schelde)";"STR";"60"
"IV2014100713373154";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014100713373154";"Schor van Ouden Doel Z  (Schelde)";"STR";"100"
"IV2014100713420044";"Galgenschoor (Schelde)";"KH";"100"
"IV2014100713420044";"Galgenschoor (Schelde)";"STR";"80"
"IV2014100713481733";"Galgenschoor (Schelde)";"KH";"100"
"IV2014100713481733";"Galgenschoor (Schelde)";"STR";"20"
"IV2014100713541953";"Fort Liefkenshoek (Schelde)";"KH";"100"
"IV2014100713541953";"Fort Liefkenshoek (Schelde)";"STR";"5"
"IV2014100713572342";"Cauwelaertsluis (Antwerpen)";"KH";"100"
"IV2014100713572342";"Cauwelaertsluis (Antwerpen)";"STR";"85"
"IV2014100714022262";"Oosterweel (Schelde)";"KH";"100"
"IV2014100714022262";"Oosterweel (Schelde)";"STR";"90"
"IV2014100714095317";"St-Annastrand (Schelde)";"KH";"100"
"IV2014100714095317";"St-Annastrand (Schelde)";"STR";"40"
"IV2014100714140516";"Schor voor Galgenweel (Schelde)";"KH";"100"
"IV2014100714140516";"Schor voor Galgenweel (Schelde)";"STR";"100"
"IV2014100714343363";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"100"
"IV2014100714343363";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"80"
"IV2014100715001070";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014100715001070";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"90"
"IV2014100715111359";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014100715111359";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"2"
"IV2014100715194505";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014100715194505";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"90"
"IV2014100715252125";"Notelaar (Schelde)";"KH";"100"
"IV2014100715252125";"Notelaar (Schelde)";"STR";"2"
"IV2014100715331484";"Notelaar (Schelde)";"KH";"100"
"IV2014100715331484";"Notelaar (Schelde)";"STR";"100"
"IV2014100715374492";"Notelaar (Schelde)";"KH";"100"
"IV2014100715374492";"Notelaar (Schelde)";"STR";"80"
"IV2014100909003538";"Notelaar (Schelde)";"KH";"100"
"IV2014100909003538";"Notelaar (Schelde)";"STR";"80"
"IV2014100909121196";"Notelaar (Schelde)";"KH";"100"
"IV2014100909121196";"Notelaar (Schelde)";"STR";"100"
"IV2014100909303582";"Kijkverdriet (Schelde)";"BH";"5"
"IV2014100909303582";"Kijkverdriet (Schelde)";"KH";"100"
"IV2014100909303582";"Kijkverdriet (Schelde)";"STR";"5"
"IV2014100909352638";"Kijkverdriet (Schelde)";"KH";"100"
"IV2014100909352638";"Kijkverdriet (Schelde)";"STR";"5"
"IV2014100909441488";"Kijkverdriet (Schelde)";"KH";"100"
"IV2014100909441488";"Kijkverdriet (Schelde)";"STR";"2"
"IV2014100909585025";"Temsebrug (Schelde)";"KH";"100"
"IV2014100909585025";"Temsebrug (Schelde)";"STR";"95"
"IV2014100910115536";"Schor aan Durmemonding (Schelde)";"KH";"100"
"IV2014100910115536";"Schor aan Durmemonding (Schelde)";"STR";"90"
"IV2014100910154971";"Schor aan Durmemonding (Schelde)";"KH";"100"
"IV2014100910154971";"Schor aan Durmemonding (Schelde)";"STR";"95"
"IV2014100910214525";"Schor aan Durmemonding (Schelde)";"KH";"100"
"IV2014100910214525";"Schor aan Durmemonding (Schelde)";"STR";"60"
"IV2014100910335405";"Schor bij Gespoelde put (Schelde)";"KH";"100"
"IV2014100910335405";"Schor bij Gespoelde put (Schelde)";"STR";"95"
"IV2014100910362129";"Schor bij Gespoelde put (Schelde)";"KH";"100"
"IV2014100910362129";"Schor bij Gespoelde put (Schelde)";"STR";"90"
"IV2014100910495150";"St-Amandsschoor (Schelde)";"KH";"100"
"IV2014100910495150";"St-Amandsschoor (Schelde)";"STR";"40"
"IV2014100910541547";"Groot Schoor van Hamme (Schelde)";"KH";"100"
"IV2014100910541547";"Groot Schoor van Hamme (Schelde)";"STR";"55"
"IV2014100911044028";"Schor voor Zimmermanpolder Bath NL (Schelde)";"KH";"100"
"IV2014100911044028";"Schor voor Zimmermanpolder Bath NL (Schelde)";"STR";"70"
"IV2014100911095536";"Schor van Vlassenbroek O (Schelde)";"KH";"100"
"IV2014100911095536";"Schor van Vlassenbroek O (Schelde)";"STR";"20"
"IV2014100911143543";"Schor van Vlassenbroek W (Schelde)";"KH";"100"
"IV2014100911143543";"Schor van Vlassenbroek W (Schelde)";"STR";"70"
"IV2014100911205725";"Schor van Vlassenbroek W (Schelde)";"KH";"100"
"IV2014100911205725";"Schor van Vlassenbroek W (Schelde)";"STR";"40"
"IV2014100911255514";"Schor van Vlassenbroek W (Schelde)";"KH";"100"
"IV2014100911255514";"Schor van Vlassenbroek W (Schelde)";"STR";"20"
"IV2014100911350488";"Cramp (Schelde)";"KH";"100"
"IV2014100911350488";"Cramp (Schelde)";"STR";"90"
"IV2014100911392352";"Nieuw schor van Appels (Schelde)";"KH";"100"
"IV2014100911392352";"Nieuw schor van Appels (Schelde)";"STR";"5"
"IV2014100911455681";"Nieuw schor van Appels (Schelde)";"KH";"100"
"IV2014100911455681";"Nieuw schor van Appels (Schelde)";"STR";"95"
"IV2014100911521360";"Scheldeschoor (Schelde)";"KH";"100"
"IV2014100911521360";"Scheldeschoor (Schelde)";"STR";"90"
"IV2014100911572888";"Brede Schoren (Schelde)";"KH";"100"
"IV2014100911572888";"Brede Schoren (Schelde)";"STR";"70"
"IV2014101308454110";"Konkelschoor (Schelde)";"KH";"100"
"IV2014101308454110";"Konkelschoor (Schelde)";"STR";"70"
"IV2014101308524524";"Schor bij Heusden (Schelde)";"KH";"100"
"IV2014101308524524";"Schor bij Heusden (Schelde)";"STR";"3"
"IV2014101309001483";"Rietsnijderij (Durme)";"KH";"100"
"IV2014101309001483";"Rietsnijderij (Durme)";"STR";"30"
"IV2014101309093604";"Rietsnijderij (Durme)";"KH";"100"
"IV2014101309093604";"Rietsnijderij (Durme)";"STR";"30"
"IV2014101309154309";"Bunt (Durme)";"KH";"100"
"IV2014101309154309";"Bunt (Durme)";"STR";"30"
"IV2014101309271220";"Schor bij Niel (Rupel4)";"KH";"100"
"IV2014101309271220";"Schor bij Niel (Rupel4)";"STR";"90"
"IV2014101309393797";"Verdronken Land van Saeftinge, Emmadorp, NL.";"KH";"100"
"IV2014101309393797";"Verdronken Land van Saeftinge, Emmadorp, NL.";"STR";"85"
"IV2014101309462686";"Schor van Ouden Doel Z  (Schelde)";"AL";NA
"IV2014101309462686";"Schor van Ouden Doel Z  (Schelde)";"BH";NA
"IV2014101309462686";"Schor van Ouden Doel Z  (Schelde)";"KH";"50"
"IV2014101309520749";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101309520749";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101309560024";"Schor van Ouden Doel Z  (Schelde)";"KH";"99"
"IV2014101309560024";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101310092570";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101310092570";"Schor van Ouden Doel Z  (Schelde)";"STR";"5"
"IV2014101310155122";"Schor van Ouden Doel Z  (Schelde)";"KH";"99"
"IV2014101310155122";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101310230565";"Schor van Ouden Doel Z  (Schelde)";"KH";"90"
"IV2014101310230565";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101310354502";"Schor van Ouden Doel Z  (Schelde)";"AL";NA
"IV2014101310354502";"Schor van Ouden Doel Z  (Schelde)";"KH";"60"
"IV2014101310420510";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014101310420510";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101310482232";"Schor van Ouden Doel Z  (Schelde)";"KH";"95"
"IV2014101310482232";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101310535677";"Schor van Ouden Doel Z  (Schelde)";"KH";"99"
"IV2014101310535677";"Schor van Ouden Doel Z  (Schelde)";"STR";"5"
"IV2014101311042731";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101311042731";"Schor van Ouden Doel Z  (Schelde)";"STR";"4"
"IV2014101311101423";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101311101423";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101311141562";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101311141562";"Schor van Ouden Doel Z  (Schelde)";"STR";"2"
"IV2014101311204876";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101311204876";"Schor van Ouden Doel Z  (Schelde)";"STR";"1"
"IV2014101311242728";"Schor van Ouden Doel Z  (Schelde)";"KH";"100"
"IV2014101311242728";"Schor van Ouden Doel Z  (Schelde)";"STR";"2"
"IV2014101311295712";"Schor van Ouden Doel N  (Schelde)";"AL";NA
"IV2014101311295712";"Schor van Ouden Doel N  (Schelde)";"KH";"30"
"IV2014101311375311";"Schor van Ouden Doel N  (Schelde)";"AL";NA
"IV2014101311375311";"Schor van Ouden Doel N  (Schelde)";"KH";"60"
"IV2014101311500760";"Schor van Ouden Doel N  (Schelde)";"KH";"90"
"IV2014101311570235";"Schor van Ouden Doel N  (Schelde)";"AL";NA
"IV2014101311570235";"Schor van Ouden Doel N  (Schelde)";"KH";"60"
"IV2014101312091315";"Schor van Ouden Doel N  (Schelde)";"KH";"100"
"IV2014101313400263";"Schor van Ouden Doel N  (Schelde)";"KH";"95"
"IV2014101313450186";"Schor van Ouden Doel N  (Schelde)";"KH";"100"
"IV2014101313542398";"Schor van Ouden Doel N  (Schelde)";"KH";"40"
"IV2014101313542398";"Schor van Ouden Doel N  (Schelde)";"STR";"2"
"IV2014101313590723";"Schor van Ouden Doel N  (Schelde)";"KH";"100"
"IV2014101314090977";"Schor van Ouden Doel N  (Schelde)";"KH";"100"
"IV2014101314161906";"Schor van Ouden Doel N  (Schelde)";"KH";"100"
"IV2014101314244127";"Schor van Ouden Doel N  (Schelde)";"KH";"98"
"IV2014101314244127";"Schor van Ouden Doel N  (Schelde)";"STR";"20"
"IV2014101314403398";"Galgenschoor (Schelde)";"AL";NA
"IV2014101314403398";"Galgenschoor (Schelde)";"KH";"40"
"IV2014101314483585";"Galgenschoor (Schelde)";"AL";NA
"IV2014101314483585";"Galgenschoor (Schelde)";"KH";"60"
"IV2014101315031728";"Galgenschoor (Schelde)";"AL";NA
"IV2014101315031728";"Galgenschoor (Schelde)";"KH";"70"
"IV2014101315095027";"Galgenschoor (Schelde)";"AL";NA
"IV2014101315095027";"Galgenschoor (Schelde)";"KH";"50"
"IV2014101315221470";"Galgenschoor (Schelde)";"AL";NA
"IV2014101315221470";"Galgenschoor (Schelde)";"KH";"70"
"IV2014101315294142";"Galgenschoor (Schelde)";"KH";"100"
"IV2014101315323789";"Galgenschoor (Schelde)";"KH";"100"
"IV2014101315393892";"Galgenschoor (Schelde)";"KH";"80"
"IV2014101315450322";"Groot Buitenschoor (Schelde)";"KH";"50"
"IV2014101315492411";"Groot Buitenschoor (Schelde)";"AL";NA
"IV2014101315492411";"Groot Buitenschoor (Schelde)";"KH";"10"
"IV2014101315545123";"Groot Buitenschoor (Schelde)";"KH";"50"
"IV2014101315581831";"Groot Buitenschoor (Schelde)";"KH";"30"
"IV2014101316021339";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014101316021339";"Groot Buitenschoor (Schelde)";"STR";"1"
"IV2014101316053223";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014101316053223";"Groot Buitenschoor (Schelde)";"STR";"2"
"IV2014101316104545";"Groot Buitenschoor (Schelde)";"KH";"98"
"IV2014101316163836";"Groot Buitenschoor (Schelde)";"KH";"80"
"IV2014101316163836";"Groot Buitenschoor (Schelde)";"STR";"1"
"IV2014101316210292";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014101316210292";"Groot Buitenschoor (Schelde)";"STR";"2"
"IV2014101316244338";"Groot Buitenschoor (Schelde)";"KH";"100"
"IV2014101316244338";"Groot Buitenschoor (Schelde)";"STR";"2"
"IV2014101316284644";"Groot Buitenschoor (Schelde)";"KH";"90"
"IV2014101316284644";"Groot Buitenschoor (Schelde)";"STR";"2"
"IV2014101316312845";"Groot Buitenschoor (Schelde)";"KH";"60"
"IV2014101316312845";"Groot Buitenschoor (Schelde)";"STR";"2"
"IV2014101316384449";"Groot Buitenschoor (Schelde)";"AL";NA
"IV2014101316384449";"Groot Buitenschoor (Schelde)";"KH";"1"
"IV2014101316405446";"Schor van Ouden Doel N  (Schelde)";"KH";"98"
"IV2014101316405446";"Schor van Ouden Doel N  (Schelde)";"STR";"2"
"IV2015090409131669";"Rupelmonding - Burchtse weel (Schelde)";"KH";"95"
"IV2015090409131669";"Rupelmonding - Burchtse weel (Schelde)";"MO";"0"
"IV2015090409131669";"Rupelmonding - Burchtse weel (Schelde)";"STR";"1"
"IV2015090409131669";"Rupelmonding - Burchtse weel (Schelde)";"TOT";"99"
"IV2015090409150184";"Rupelmonding - Burchtse weel (Schelde)";"AL";"5"
"IV2015090409150184";"Rupelmonding - Burchtse weel (Schelde)";"KH";"85"
"IV2015090409150184";"Rupelmonding - Burchtse weel (Schelde)";"STR";"5"
"IV2015090409150184";"Rupelmonding - Burchtse weel (Schelde)";"TOT";"85"
"IV2015090409275828";"Rupelmonding - Burchtse weel (Schelde)";"AL";"2"
"IV2015090409275828";"Rupelmonding - Burchtse weel (Schelde)";"KH";"65"
"IV2015090409275828";"Rupelmonding - Burchtse weel (Schelde)";"STR";"15"
"IV2015090409275828";"Rupelmonding - Burchtse weel (Schelde)";"TOT";"90"
"IV2015090409510055";"Rupelmonding - Burchtse weel (Schelde)";"AL";"30"
"IV2015090409510055";"Rupelmonding - Burchtse weel (Schelde)";"KH";"45"
"IV2015090409510055";"Rupelmonding - Burchtse weel (Schelde)";"STR";"5"
"IV2015090409510055";"Rupelmonding - Burchtse weel (Schelde)";"TOT";"65"
"IV2016022310410271";"Wetterenbrug - Uitbergenbrug (Schelde)";"KH";"50"
"IV2016022310410271";"Wetterenbrug - Uitbergenbrug (Schelde)";"MO";"0"
"IV2016022310410271";"Wetterenbrug - Uitbergenbrug (Schelde)";"STR";"10"
"IV2016022310410271";"Wetterenbrug - Uitbergenbrug (Schelde)";"TOT";"60"
"IV2016022310432794";"Uitbergenbrug - Schoonaardebrug (Schelde)";"KH";"50"
"IV2016022310432794";"Uitbergenbrug - Schoonaardebrug (Schelde)";"MO";"0"
"IV2016022310432794";"Uitbergenbrug - Schoonaardebrug (Schelde)";"STR";"5"
"IV2016022310432794";"Uitbergenbrug - Schoonaardebrug (Schelde)";"TOT";"55"
"IV2016022310480661";"Uitbergenbrug - Schoonaardebrug (Schelde)";"KH";"35"
"IV2016022310480661";"Uitbergenbrug - Schoonaardebrug (Schelde)";"STR";"5"
"IV2016022310480661";"Uitbergenbrug - Schoonaardebrug (Schelde)";"TOT";"35"
"IV2016022310514936";"Mellebrug - Wetterenbrug (Schelde)";"KH";"30"
"IV2016022310514936";"Mellebrug - Wetterenbrug (Schelde)";"STR";"5"
"IV2016022310514936";"Mellebrug - Wetterenbrug (Schelde)";"TOT";"30"
"IV2016022311154755";"Nieuw schor van Appels (Schelde)";"AL";"2"
"IV2016022311154755";"Nieuw schor van Appels (Schelde)";"KH";"65"
"IV2016022311154755";"Nieuw schor van Appels (Schelde)";"STR";"5"
"IV2016022311154755";"Nieuw schor van Appels (Schelde)";"TOT";"65"
"IV2016022311173241";"Nieuw schor van Appels (Schelde)";"KH";"25"
"IV2016022311173241";"Nieuw schor van Appels (Schelde)";"STR";"10"
"IV2016022311173241";"Nieuw schor van Appels (Schelde)";"TOT";"35"
"IV2016022311194050";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"60"
"IV2016022311194050";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"10"
"IV2016022311194050";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"65"
"IV2016022311301511";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"85"
"IV2016022311301511";"Dendermondebrug - Kade Baasrode (Schelde)";"MO";"1"
"IV2016022311301511";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"15"
"IV2016022311301511";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"99"
"IV2016022311330479";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"80"
"IV2016022311330479";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"10"
"IV2016022311330479";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"80"
"IV2016022311363189";"Dendermondebrug - Kade Baasrode (Schelde)";"AL";"1"
"IV2016022311363189";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"45"
"IV2016022311363189";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"5"
"IV2016022311363189";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"45"
"IV2016022311455573";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"85"
"IV2016022311455573";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"20"
"IV2016022311455573";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"85"
"IV2016022311480609";"Cramp (Schelde)";"KH";"99"
"IV2016022311480609";"Cramp (Schelde)";"STR";"50"
"IV2016022311480609";"Cramp (Schelde)";"TOT";"100"
"IV2016022311510914";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"85"
"IV2016022311510914";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"30"
"IV2016022311510914";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"90"
"IV2016022311552319";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"75"
"IV2016022311552319";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"10"
"IV2016022311552319";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"80"
"IV2016022312042507";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"90"
"IV2016022312042507";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"50"
"IV2016022312042507";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"95"
"IV2016022312071621";"Dendermondebrug - Kade Baasrode (Schelde)";"KH";"0"
"IV2016022312071621";"Dendermondebrug - Kade Baasrode (Schelde)";"STR";"10"
"IV2016022312071621";"Dendermondebrug - Kade Baasrode (Schelde)";"TOT";"60"
"IV2016022313523856";"Kade Baasrode - Veer Driegoten (Schelde)";"KH";"40"
"IV2016022313523856";"Kade Baasrode - Veer Driegoten (Schelde)";"STR";"1"
"IV2016022313523856";"Kade Baasrode - Veer Driegoten (Schelde)";"TOT";"40"
"IV2016022313544102";"Kade Baasrode - Veer Driegoten (Schelde)";"KH";"75"
"IV2016022313544102";"Kade Baasrode - Veer Driegoten (Schelde)";"STR";"5"
"IV2016022313544102";"Kade Baasrode - Veer Driegoten (Schelde)";"TOT";"80"
"IV2016022313561437";"Kade Baasrode - Veer Driegoten (Schelde)";"KH";"95"
"IV2016022313561437";"Kade Baasrode - Veer Driegoten (Schelde)";"STR";"60"
"IV2016022313561437";"Kade Baasrode - Veer Driegoten (Schelde)";"TOT";"99"
"IV2016022313590829";"Kade Baasrode - Veer Driegoten (Schelde)";"KH";"95"
"IV2016022313590829";"Kade Baasrode - Veer Driegoten (Schelde)";"STR";"70"
"IV2016022313590829";"Kade Baasrode - Veer Driegoten (Schelde)";"TOT";"99"
"IV2016022315400082";"Kade Baasrode - Veer Driegoten (Schelde)";"KH";"95"
"IV2016022315400082";"Kade Baasrode - Veer Driegoten (Schelde)";"STR";"40"
"IV2016022315400082";"Kade Baasrode - Veer Driegoten (Schelde)";"TOT";"99"
"IV2016022315415820";"Temsebrug - Rupelmonding (Schelde)";"KH";"60"
"IV2016022315415820";"Temsebrug - Rupelmonding (Schelde)";"STR";"20"
"IV2016022315415820";"Temsebrug - Rupelmonding (Schelde)";"TOT";"60"
"IV2016022315452491";"Temsebrug - Rupelmonding (Schelde)";"KH";"90"
"IV2016022315452491";"Temsebrug - Rupelmonding (Schelde)";"STR";"10"
"IV2016022315452491";"Temsebrug - Rupelmonding (Schelde)";"TOT";"90"
"IV2016022315501235";"Temsebrug - Rupelmonding (Schelde)";"KH";"95"
"IV2016022315501235";"Temsebrug - Rupelmonding (Schelde)";"STR";"20"
"IV2016022315501235";"Temsebrug - Rupelmonding (Schelde)";"TOT";"95"
"IV2016022315512691";"Temsebrug - Rupelmonding (Schelde)";"KH";"50"
"IV2016022315512691";"Temsebrug - Rupelmonding (Schelde)";"STR";"10"
"IV2016022315512691";"Temsebrug - Rupelmonding (Schelde)";"TOT";"55"
"IV2016022315540763";"Temsebrug - Rupelmonding (Schelde)";"KH";"95"
"IV2016022315540763";"Temsebrug - Rupelmonding (Schelde)";"MO";"1"
"IV2016022315540763";"Temsebrug - Rupelmonding (Schelde)";"STR";"15"
"IV2016022315540763";"Temsebrug - Rupelmonding (Schelde)";"TOT";"99"
"IV2016022315553738";"Temsebrug - Rupelmonding (Schelde)";"KH";"60"
"IV2016022315553738";"Temsebrug - Rupelmonding (Schelde)";"STR";"25"
"IV2016022315553738";"Temsebrug - Rupelmonding (Schelde)";"TOT";"75"
"IV2016022316263448";"KBR schor ten Z van Kallebeek (Schelde)";"AL";"25"
"IV2016022316263448";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"60"
"IV2016022316263448";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"20"
"IV2016022316263448";"KBR schor ten Z van Kallebeek (Schelde)";"TOT";"95"
"IV2016022316375174";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";"30"
"IV2016022316375174";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"25"
"IV2016022316375174";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"10"
"IV2016022316375174";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"TOT";"55"
"IV2016022316393520";"Rupelmonding - Burchtse weel (Schelde)";"KH";"65"
"IV2016022316393520";"Rupelmonding - Burchtse weel (Schelde)";"STR";"5"
"IV2016022316393520";"Rupelmonding - Burchtse weel (Schelde)";"TOT";"65"
"IV2016022316435918";"Burchtse weel - Royerssluis (Schelde)";"AL";"0"
"IV2016022316435918";"Burchtse weel - Royerssluis (Schelde)";"KH";"60"
"IV2016022316435918";"Burchtse weel - Royerssluis (Schelde)";"STR";"15"
"IV2016022316435918";"Burchtse weel - Royerssluis (Schelde)";"TOT";"65"
"IV2016022316454553";"Burchtse weel - Royerssluis (Schelde)";"KH";"50"
"IV2016022316454553";"Burchtse weel - Royerssluis (Schelde)";"STR";"5"
"IV2016022316454553";"Burchtse weel - Royerssluis (Schelde)";"TOT";"50"
"IV2016022317010459";"Schor van Ouden Doel Z  (Schelde)";"KH";"85"
"IV2016022317010459";"Schor van Ouden Doel Z  (Schelde)";"STR";"15"
"IV2016022317010459";"Schor van Ouden Doel Z  (Schelde)";"TOT";"99"
"IV2016022317034262";"Schor van Ouden Doel N  (Schelde)";"AL";"0"
"IV2016022317034262";"Schor van Ouden Doel N  (Schelde)";"KH";"90"
"IV2016022317034262";"Schor van Ouden Doel N  (Schelde)";"STR";"10"
"IV2016022317034262";"Schor van Ouden Doel N  (Schelde)";"TOT";"95"
"IV2016022317045520";"Schor van Ouden Doel N  (Schelde)";"KH";"95"
"IV2016022317045520";"Schor van Ouden Doel N  (Schelde)";"STR";"60"
"IV2016022317045520";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2016022317063535";"Schor van Ouden Doel N  (Schelde)";"KH";"95"
"IV2016022317063535";"Schor van Ouden Doel N  (Schelde)";"STR";"5"
"IV2016022317063535";"Schor van Ouden Doel N  (Schelde)";"TOT";"99"
"IV2016022317075146";"Schor van Ouden Doel N  (Schelde)";"AL";"30"
"IV2016022317075146";"Schor van Ouden Doel N  (Schelde)";"KH";"40"
"IV2016022317075146";"Schor van Ouden Doel N  (Schelde)";"STR";"1"
"IV2016022317075146";"Schor van Ouden Doel N  (Schelde)";"TOT";"65"
"IV2016022317102607";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2016022317102607";"Schor van Ouden Doel N  (Schelde)";"STR";"75"
"IV2016022317102607";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2016022317121363";"Schor van Ouden Doel N  (Schelde)";"KH";"99"
"IV2016022317121363";"Schor van Ouden Doel N  (Schelde)";"STR";"75"
"IV2016022317121363";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2016022317135180";"Schor van Ouden Doel N  (Schelde)";"KH";"95"
"IV2016022317135180";"Schor van Ouden Doel N  (Schelde)";"STR";"80"
"IV2016022317135180";"Schor van Ouden Doel N  (Schelde)";"TOT";"100"
"IV2016022317160334";"Schor van Ouden Doel N  (Schelde)";"AL";"50"
"IV2016022317160334";"Schor van Ouden Doel N  (Schelde)";"KH";"7"
"IV2016022317160334";"Schor van Ouden Doel N  (Schelde)";"STR";"1"
"IV2016022317160334";"Schor van Ouden Doel N  (Schelde)";"TOT";"55"
"IV2016082611555222";"Heusden LO (NOP) (Schelde)";"KH";"99"
"IV2016082611555222";"Heusden LO (NOP) (Schelde)";"MO";"0"
"IV2016082611555222";"Heusden LO (NOP) (Schelde)";"STR";"60"
"IV2016082611555222";"Heusden LO (NOP) (Schelde)";"TOT";"100"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"AL";"1"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"BH";"70"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"KH";"1"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"MO";"1"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"SH";"30"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"STR";"20"
"IV2016082612180319";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2016082612202151";"Heusden LO (NOP) (Schelde)";"BH";"25"
"IV2016082612202151";"Heusden LO (NOP) (Schelde)";"KH";"70"
"IV2016082612202151";"Heusden LO (NOP) (Schelde)";"MO";"0"
"IV2016082612202151";"Heusden LO (NOP) (Schelde)";"SH";"45"
"IV2016082612202151";"Heusden LO (NOP) (Schelde)";"STR";"70"
